"시도별","연령계층별","시점","항목",데이터
"대전광역시","15 - 19세","2018","경제활동인구 (천명)",6
"대전광역시","15 - 19세","2018","비경제활동인구 (천명)",82
"대전광역시","15 - 19세","2018","경제활동참가율 (%)",7.2
"대전광역시","15 - 19세","2018","고용률 (%)",6.1
"대전광역시","15 - 19세","2019","15세이상인구 (천명)",83
"대전광역시","15 - 19세","2019","경제활동인구 (천명)",6
"대전광역시","15 - 19세","2019","비경제활동인구 (천명)",77
"대전광역시","15 - 19세","2019","경제활동참가율 (%)",7.4
"대전광역시","15 - 19세","2019","고용률 (%)",6.9
"대전광역시","15 - 19세","2020","15세이상인구 (천명)",77
"대전광역시","15 - 19세","2020","경제활동인구 (천명)",7
"대전광역시","15 - 19세","2020","비경제활동인구 (천명)",71
"대전광역시","15 - 19세","2020","경제활동참가율 (%)",8.6
"대전광역시","15 - 19세","2020","고용률 (%)",7.7
"대전광역시","15 - 19세","2021","15세이상인구 (천명)",72
"대전광역시","15 - 19세","2021","경제활동인구 (천명)",7
"대전광역시","15 - 19세","2021","비경제활동인구 (천명)",65
"대전광역시","15 - 19세","2021","경제활동참가율 (%)",9.7
"대전광역시","15 - 19세","2021","고용률 (%)",9.1
"대전광역시","15 - 19세","2022","15세이상인구 (천명)",70
"대전광역시","15 - 19세","2022","경제활동인구 (천명)",6
"대전광역시","15 - 19세","2022","비경제활동인구 (천명)",64
"대전광역시","15 - 19세","2022","경제활동참가율 (%)",8.5
"대전광역시","15 - 19세","2022","고용률 (%)",8.2
"대전광역시","15 - 19세","2023","15세이상인구 (천명)",69
"대전광역시","15 - 19세","2023","경제활동인구 (천명)",5
"대전광역시","15 - 19세","2023","비경제활동인구 (천명)",64
"대전광역시","15 - 19세","2023","경제활동참가율 (%)",7.5
"대전광역시","15 - 19세","2023","고용률 (%)",7.4
"대전광역시","15 - 19세","2024","15세이상인구 (천명)",68
"대전광역시","15 - 19세","2024","경제활동인구 (천명)",6
"대전광역시","15 - 19세","2024","비경제활동인구 (천명)",63
"대전광역시","15 - 19세","2024","경제활동참가율 (%)",8.6
"대전광역시","15 - 19세","2024","고용률 (%)",7.9
"대전광역시","20 - 29세","2014","15세이상인구 (천명)",212
"대전광역시","20 - 29세","2014","경제활동인구 (천명)",130
"대전광역시","20 - 29세","2014","비경제활동인구 (천명)",82
"대전광역시","20 - 29세","2014","경제활동참가율 (%)",61.3
"대전광역시","20 - 29세","2014","고용률 (%)",56.9
"대전광역시","20 - 29세","2015","15세이상인구 (천명)",214
"대전광역시","20 - 29세","2015","경제활동인구 (천명)",132
"대전광역시","20 - 29세","2015","비경제활동인구 (천명)",82
"대전광역시","20 - 29세","2015","경제활동참가율 (%)",61.7
"대전광역시","20 - 29세","2015","고용률 (%)",56.3
"대전광역시","20 - 29세","2016","15세이상인구 (천명)",217
"대전광역시","20 - 29세","2016","경제활동인구 (천명)",138
"대전광역시","20 - 29세","2016","비경제활동인구 (천명)",79
"대전광역시","20 - 29세","2016","경제활동참가율 (%)",63.5
"대전광역시","20 - 29세","2016","고용률 (%)",58.2
"대전광역시","20 - 29세","2017","15세이상인구 (천명)",223
"대전광역시","20 - 29세","2017","경제활동인구 (천명)",135
"대전광역시","20 - 29세","2017","비경제활동인구 (천명)",88
"대전광역시","20 - 29세","2017","경제활동참가율 (%)",60.4
"대전광역시","20 - 29세","2017","고용률 (%)",55.8
"대전광역시","20 - 29세","2018","15세이상인구 (천명)",226
"대전광역시","20 - 29세","2018","경제활동인구 (천명)",127
"대전광역시","20 - 29세","2018","비경제활동인구 (천명)",98
"대전광역시","20 - 29세","2018","경제활동참가율 (%)",56.4
"대전광역시","20 - 29세","2018","고용률 (%)",50.7
"대전광역시","20 - 29세","2019","15세이상인구 (천명)",227
"대전광역시","20 - 29세","2019","경제활동인구 (천명)",133
"대전광역시","20 - 29세","2019","비경제활동인구 (천명)",94
"대전광역시","20 - 29세","2019","경제활동참가율 (%)",58.6
"대전광역시","20 - 29세","2019","고용률 (%)",53.0
"대전광역시","20 - 29세","2020","15세이상인구 (천명)",225
"대전광역시","20 - 29세","2020","경제활동인구 (천명)",140
"대전광역시","20 - 29세","2020","비경제활동인구 (천명)",85
"대전광역시","20 - 29세","2020","경제활동참가율 (%)",62.2
"대전광역시","20 - 29세","2020","고용률 (%)",57.5
"대전광역시","20 - 29세","2021","15세이상인구 (천명)",223
"대전광역시","20 - 29세","2021","경제활동인구 (천명)",136
"대전광역시","20 - 29세","2021","비경제활동인구 (천명)",87
"대전광역시","20 - 29세","2021","경제활동참가율 (%)",60.9
"대전광역시","20 - 29세","2021","고용률 (%)",56.7
"대전광역시","20 - 29세","2022","15세이상인구 (천명)",218
"대전광역시","20 - 29세","2022","경제활동인구 (천명)",138
"대전광역시","20 - 29세","2022","비경제활동인구 (천명)",79
"대전광역시","20 - 29세","2022","경제활동참가율 (%)",63.5
"대전광역시","20 - 29세","2022","고용률 (%)",60.7
"대전광역시","20 - 29세","2023","15세이상인구 (천명)",211
"대전광역시","20 - 29세","2023","경제활동인구 (천명)",127
"대전광역시","20 - 29세","2023","비경제활동인구 (천명)",84
"대전광역시","20 - 29세","2023","경제활동참가율 (%)",60.2
"대전광역시","20 - 29세","2023","고용률 (%)",56.5
"대전광역시","20 - 29세","2024","15세이상인구 (천명)",206
"대전광역시","20 - 29세","2024","경제활동인구 (천명)",121
"대전광역시","20 - 29세","2024","비경제활동인구 (천명)",85
"대전광역시","20 - 29세","2024","경제활동참가율 (%)",58.7
"대전광역시","20 - 29세","2024","고용률 (%)",55.2
"대전광역시","30 - 39세","2014","15세이상인구 (천명)",238
"대전광역시","30 - 39세","2014","경제활동인구 (천명)",180
"대전광역시","30 - 39세","2014","비경제활동인구 (천명)",58
"대전광역시","30 - 39세","2014","경제활동참가율 (%)",75.6
"대전광역시","30 - 39세","2014","고용률 (%)",73.8
"대전광역시","30 - 39세","2015","15세이상인구 (천명)",229
"대전광역시","30 - 39세","2015","경제활동인구 (천명)",179
"대전광역시","30 - 39세","2015","비경제활동인구 (천명)",50
"대전광역시","30 - 39세","2015","경제활동참가율 (%)",78.3
"대전광역시","30 - 39세","2015","고용률 (%)",76.3
"대전광역시","30 - 39세","2016","15세이상인구 (천명)",223
"대전광역시","30 - 39세","2016","경제활동인구 (천명)",168
"대전광역시","30 - 39세","2016","비경제활동인구 (천명)",55
"대전광역시","30 - 39세","2016","경제활동참가율 (%)",75.5
"대전광역시","30 - 39세","2016","고용률 (%)",73.4
"대전광역시","30 - 39세","2017","15세이상인구 (천명)",218
"대전광역시","30 - 39세","2017","경제활동인구 (천명)",165
"대전광역시","30 - 39세","2017","비경제활동인구 (천명)",53
"대전광역시","30 - 39세","2017","경제활동참가율 (%)",75.7
"대전광역시","30 - 39세","2017","고용률 (%)",73.6
"대전광역시","30 - 39세","2018","15세이상인구 (천명)",212
"대전광역시","30 - 39세","2018","경제활동인구 (천명)",165
"대전광역시","30 - 39세","2018","비경제활동인구 (천명)",46
"대전광역시","30 - 39세","2018","경제활동참가율 (%)",78.2
"대전광역시","30 - 39세","2018","고용률 (%)",74.7
"대전광역시","30 - 39세","2019","15세이상인구 (천명)",205
"대전광역시","30 - 39세","2019","경제활동인구 (천명)",162
"대전광역시","30 - 39세","2019","비경제활동인구 (천명)",43
"대전광역시","30 - 39세","2019","경제활동참가율 (%)",79.0
"대전광역시","30 - 39세","2019","고용률 (%)",76.3
"대전광역시","30 - 39세","2020","15세이상인구 (천명)",198
"대전광역시","30 - 39세","2020","경제활동인구 (천명)",160
"대전광역시","30 - 39세","2020","비경제활동인구 (천명)",38
"대전광역시","30 - 39세","2020","경제활동참가율 (%)",80.7
"대전광역시","30 - 39세","2020","고용률 (%)",77.4
"대전광역시","30 - 39세","2021","15세이상인구 (천명)",195
"대전광역시","30 - 39세","2021","경제활동인구 (천명)",156
"대전광역시","30 - 39세","2021","비경제활동인구 (천명)",40
"대전광역시","30 - 39세","2021","경제활동참가율 (%)",79.6
"대전광역시","30 - 39세","2021","고용률 (%)",77.8
"대전광역시","30 - 39세","2022","15세이상인구 (천명)",195
"대전광역시","30 - 39세","2022","경제활동인구 (천명)",158
"대전광역시","30 - 39세","2022","비경제활동인구 (천명)",37
"대전광역시","30 - 39세","2022","경제활동참가율 (%)",80.9
"대전광역시","30 - 39세","2022","고용률 (%)",78.9
"대전광역시","30 - 39세","2023","15세이상인구 (천명)",198
"대전광역시","30 - 39세","2023","경제활동인구 (천명)",163
"대전광역시","30 - 39세","2023","비경제활동인구 (천명)",35
"대전광역시","30 - 39세","2023","경제활동참가율 (%)",82.4
"대전광역시","30 - 39세","2023","고용률 (%)",80.8
"대전광역시","30 - 39세","2024","15세이상인구 (천명)",203
"대전광역시","30 - 39세","2024","경제활동인구 (천명)",165
"대전광역시","30 - 39세","2024","비경제활동인구 (천명)",38
"대전광역시","30 - 39세","2024","경제활동참가율 (%)",81.3
"대전광역시","30 - 39세","2024","고용률 (%)",79.4
"대전광역시","40 - 49세","2014","15세이상인구 (천명)",266
"대전광역시","40 - 49세","2014","경제활동인구 (천명)",215
"대전광역시","40 - 49세","2014","비경제활동인구 (천명)",51
"대전광역시","40 - 49세","2014","경제활동참가율 (%)",80.9
"대전광역시","40 - 49세","2014","고용률 (%)",79.0
"대전광역시","40 - 49세","2015","15세이상인구 (천명)",263
"대전광역시","40 - 49세","2015","경제활동인구 (천명)",209
"대전광역시","40 - 49세","2015","비경제활동인구 (천명)",55
"대전광역시","40 - 49세","2015","경제활동참가율 (%)",79.3
"대전광역시","40 - 49세","2015","고용률 (%)",77.7
"대전광역시","40 - 49세","2016","15세이상인구 (천명)",260
"대전광역시","40 - 49세","2016","경제활동인구 (천명)",209
"대전광역시","40 - 49세","2016","비경제활동인구 (천명)",51
"대전광역시","40 - 49세","2016","경제활동참가율 (%)",80.5
"대전광역시","40 - 49세","2016","고용률 (%)",79.2
"대전광역시","40 - 49세","2017","15세이상인구 (천명)",255
"대전광역시","40 - 49세","2017","경제활동인구 (천명)",207
"대전광역시","40 - 49세","2017","비경제활동인구 (천명)",48
"대전광역시","40 - 49세","2017","경제활동참가율 (%)",81.1
"대전광역시","40 - 49세","2017","고용률 (%)",79.5
"대전광역시","40 - 49세","2018","15세이상인구 (천명)",249
"대전광역시","40 - 49세","2018","경제활동인구 (천명)",207
"대전광역시","40 - 49세","2018","비경제활동인구 (천명)",42
"대전광역시","40 - 49세","2018","경제활동참가율 (%)",83.2
"대전광역시","40 - 49세","2018","고용률 (%)",81.5
"대전광역시","40 - 49세","2019","15세이상인구 (천명)",242
"대전광역시","40 - 49세","2019","경제활동인구 (천명)",199
"대전광역시","40 - 49세","2019","비경제활동인구 (천명)",43
"대전광역시","40 - 49세","2019","경제활동참가율 (%)",82.3
"대전광역시","40 - 49세","2019","고용률 (%)",80.1
"대전광역시","40 - 49세","2020","15세이상인구 (천명)",236
"대전광역시","40 - 49세","2020","경제활동인구 (천명)",187
"대전광역시","40 - 49세","2020","비경제활동인구 (천명)",49
"대전광역시","40 - 49세","2020","경제활동참가율 (%)",79.2
"대전광역시","40 - 49세","2020","고용률 (%)",77.1
"대전광역시","40 - 49세","2021","15세이상인구 (천명)",232
"대전광역시","40 - 49세","2021","경제활동인구 (천명)",186
"대전광역시","40 - 49세","2021","비경제활동인구 (천명)",46
"대전광역시","40 - 49세","2021","경제활동참가율 (%)",80.3
"대전광역시","40 - 49세","2021","고용률 (%)",78.5
"대전광역시","40 - 49세","2022","15세이상인구 (천명)",227
"대전광역시","40 - 49세","2022","경제활동인구 (천명)",179
"대전광역시","40 - 49세","2022","비경제활동인구 (천명)",48
"대전광역시","40 - 49세","2022","경제활동참가율 (%)",78.9
"대전광역시","40 - 49세","2022","고용률 (%)",77.8
"대전광역시","40 - 49세","2023","15세이상인구 (천명)",221
"대전광역시","40 - 49세","2023","경제활동인구 (천명)",181
"대전광역시","40 - 49세","2023","비경제활동인구 (천명)",40
"대전광역시","40 - 49세","2023","경제활동참가율 (%)",81.9
"대전광역시","40 - 49세","2023","고용률 (%)",80.4
"대전광역시","40 - 49세","2024","15세이상인구 (천명)",215
